filename,label,confidence,keep,gain_r,gain_g,gain_b,exposure,acq_ts,acq_dt,ref_dt,tle_age,lat,lng,h,tle_ref_line1,tle_ref_line2
img_msec_1608753903960_2,edge,0.697461,False,8,8,8,2,1608753903960,2020/12/23 20:05:04,2020/12/19 18:03:53,4.0841572888821247,-44.465538949685588,152.30422996233662,538243.4375,1 44878U 19092F   20354.75269410  .00001586  00000-0  85930-4 0  9999,2 44878  97.4684 174.9776 0015442  75.5545 284.7400 15.15958686 55604
img_msec_1608753938601_2,edge,0.81496900000000005,True,8,8,8,2,1608753938601,2020/12/23 20:05:39,2020/12/19 18:03:53,4.0845582263864344,-42.319056380360699,151.62224923408917,536966.625,1 44878U 19092F   20354.75269410  .00001586  00000-0  85930-4 0  9999,2 44878  97.4684 174.9776 0015442  75.5545 284.7400 15.15958686 55604
img_msec_1608753961881_2,edge,0.69947899999999996,False,8,8,8,2,1608753961881,2020/12/23 20:06:02,2020/12/19 18:03:53,4.0848276708347839,-40.874969974712414,151.18413357996786,536104.25,1 44878U 19092F   20354.75269410  .00001586  00000-0  85930-4 0  9999,2 44878  97.4684 174.9776 0015442  75.5545 284.7400 15.15958686 55604
img_msec_1608753991481_2,edge,0.85730300000000004,True,8,8,8,2,1608753991481,2020/12/23 20:06:31,2020/12/19 18:03:53,4.0851702634172398,-39.037201710588349,150.64788176785183,535005.4375,1 44878U 19092F   20354.75269410  .00001586  00000-0  85930-4 0  9999,2 44878  97.4684 174.9776 0015442  75.5545 284.7400 15.15958686 55604
img_msec_1608754015482_2,edge,0.91819700000000004,True,8,8,8,2,1608754015482,2020/12/23 20:06:55,2020/12/19 18:03:53,4.0854480527777923,-37.545805999653965,150.22850815281305,534114.5,1 44878U 19092F   20354.75269410  .00001586  00000-0  85930-4 0  9999,2 44878  97.4684 174.9776 0015442  75.5545 284.7400 15.15958686 55604
