filename,label,confidence,keep,gain_r,gain_g,gain_b,exposure,acq_ts,acq_dt,ref_dt,tle_age,lat,lng,h,tle_ref_line1,tle_ref_line2
img_msec_1608885363051_2,bad,0.83975200000000005,False,8,8,8,2,1608885363051,2020/12/25 08:36:03,2020/12/19 18:03:53,5.6056745458336081,-26.317987579697459,-39.122411735578844,526594.8125,1 44878U 19092F   20354.75269410  .00001586  00000-0  85930-4 0  9999,2 44878  97.4684 174.9776 0015442  75.5545 284.7400 15.15958686 55604
img_msec_1608885385768_2,earth,0.98012299999999997,True,8,8,8,2,1608885385768,2020/12/25 08:36:26,2020/12/19 18:03:53,5.6059374740798376,-24.899463157017944,-39.446374438101714,525812.9375,1 44878U 19092F   20354.75269410  .00001586  00000-0  85930-4 0  9999,2 44878  97.4684 174.9776 0015442  75.5545 284.7400 15.15958686 55604
img_msec_1608885427369_2,earth,0.95555100000000004,True,8,8,8,2,1608885427369,2020/12/25 08:37:07,2020/12/19 18:03:53,5.606418967123318,-22.300402008004259,-40.026520460918846,524416.4375,1 44878U 19092F   20354.75269410  .00001586  00000-0  85930-4 0  9999,2 44878  97.4684 174.9776 0015442  75.5545 284.7400 15.15958686 55604
img_msec_1608885467048_2,earth,0.93527199999999999,True,8,8,8,2,1608885467048,2020/12/25 08:37:47,2020/12/19 18:03:53,5.6068782148140599,-19.819912942981993,-40.566061009120247,523132.28125,1 44878U 19092F   20354.75269410  .00001586  00000-0  85930-4 0  9999,2 44878  97.4684 174.9776 0015442  75.5545 284.7400 15.15958686 55604
img_msec_1608885500808_2,earth,0.48477100000000001,False,8,8,8,2,1608885500808,2020/12/25 08:38:21,2020/12/19 18:03:53,5.6072689555585384,-17.708388989376523,-41.016047532019023,522080.59375,1 44878U 19092F   20354.75269410  .00001586  00000-0  85930-4 0  9999,2 44878  97.4684 174.9776 0015442  75.5545 284.7400 15.15958686 55604
