filename,label,confidence,keep,gain_r,gain_g,gain_b,exposure,acq_ts,acq_dt,ref_dt,tle_age,lat,lng,h,tle_ref_line1,tle_ref_line2
img_msec_1608588723959_2,bad,0.910304,False,8,8,8,2,1608588723959,2020/12/21 22:12:04,2020/12/19 18:03:53,2.1723517217542394,-31.691288862010026,117.8056957854109,531897.9375,1 44878U 19092F   20354.75269410  .00001586  00000-0  85930-4 0  9999,2 44878  97.4684 174.9776 0015442  75.5545 284.7400 15.15958686 55604
img_msec_1608588741321_2,bad,0.90352200000000005,False,8,8,8,2,1608588741321,2020/12/21 22:12:21,2020/12/19 18:03:53,2.1725526708250982,-30.609687425803489,117.53900421907859,531272.0,1 44878U 19092F   20354.75269410  .00001586  00000-0  85930-4 0  9999,2 44878  97.4684 174.9776 0015442  75.5545 284.7400 15.15958686 55604
img_msec_1608588759000_2,earth,0.92300899999999997,True,8,8,8,2,1608588759000,2020/12/21 22:12:39,2020/12/19 18:03:53,2.1727572888776194,-29.507933516450827,117.27183453950437,530638.9375,1 44878U 19092F   20354.75269410  .00001586  00000-0  85930-4 0  9999,2 44878  97.4684 174.9776 0015442  75.5545 284.7400 15.15958686 55604
img_msec_1608588802522_2,earth,0.76840699999999995,True,8,8,8,2,1608588802522,2020/12/21 22:13:23,2020/12/19 18:03:53,2.1732610157341696,-26.794026151637961,116.63124475762721,529102.375,1 44878U 19092F   20354.75269410  .00001586  00000-0  85930-4 0  9999,2 44878  97.4684 174.9776 0015442  75.5545 284.7400 15.15958686 55604
img_msec_1608588840521_2,earth,0.52559999999999996,False,8,8,8,2,1608588840521,2020/12/21 22:14:01,2020/12/19 18:03:53,2.1737008189811604,-24.422784254842757,116.08952879417517,527791.625,1 44878U 19092F   20354.75269410  .00001586  00000-0  85930-4 0  9999,2 44878  97.4684 174.9776 0015442  75.5545 284.7400 15.15958686 55604
