filename,label,confidence,keep,gain_r,gain_g,gain_b,exposure,acq_ts,acq_dt,ref_dt,tle_age,lat,lng,h,tle_ref_line1,tle_ref_line2
img_msec_1609059963127_2,earth,0.94700799999999996,True,8,8,8,2,1609059963127,2020/12/27 09:06:03,2020/12/19 18:03:53,7.6265087587962626,-15.565606675034491,127.55898735413567,533269.75,1 44878U 19092F   20354.75269410  .00001586  00000-0  85930-4 0  9999,2 44878  97.4684 174.9776 0015442  75.5545 284.7400 15.15958686 55604
img_msec_1609060005604_2,bad,0.50217000000000001,False,8,8,8,2,1609060005604,2020/12/27 09:06:46,2020/12/19 18:03:53,7.6270003907338833,-18.214010818159643,127.00214935186121,534333.1875,1 44878U 19092F   20354.75269410  .00001586  00000-0  85930-4 0  9999,2 44878  97.4684 174.9776 0015442  75.5545 284.7400 15.15958686 55604
img_msec_1609060050485_2,earth,0.97321100000000005,True,8,8,8,2,1609060050485,2020/12/27 09:07:30,2020/12/19 18:03:53,7.6275198467556038,-21.010937424786722,126.40107904452175,535496.9375,1 44878U 19092F   20354.75269410  .00001586  00000-0  85930-4 0  9999,2 44878  97.4684 174.9776 0015442  75.5545 284.7400 15.15958686 55604
img_msec_1609060095205_2,earth,0.85528700000000002,True,8,8,8,2,1609060095205,2020/12/27 09:08:15,2020/12/19 18:03:53,7.6280374393463717,-23.796281738128751,125.78651228338234,536690.8125,1 44878U 19092F   20354.75269410  .00001586  00000-0  85930-4 0  9999,2 44878  97.4684 174.9776 0015442  75.5545 284.7400 15.15958686 55604
img_msec_1609060135935_2,earth,0.88286600000000004,True,8,8,8,2,1609060135935,2020/12/27 09:08:56,2020/12/19 18:03:53,7.6285088513905066,-26.331613807091635,125.21059073256687,537801.75,1 44878U 19092F   20354.75269410  .00001586  00000-0  85930-4 0  9999,2 44878  97.4684 174.9776 0015442  75.5545 284.7400 15.15958686 55604
